src_url_tx,src_prod_nm,name,isBlog,type,certNumber
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,BBVA Compass19048IBCD19,BBVA Compass,0,IB,19048
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,HSBC57890BKCD12,HSBC,0,BK,57890
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,Discover5649IBCD24,Discover,0,IB,5649
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,Balboa Thrift & Loan Association26704BKCD48,Balboa Thrift & Loan Association,0,BK,26704
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,First Mountain Bank23544BKCD24,First Mountain Bank,0,BK,23544
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,Pacific Premier Bank32172SLCD12,Pacific Premier Bank,0,SL,32172
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,Umpqua Bank17266BKCD60,Umpqua Bank,0,BK,17266
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,Mutual of Omaha Bank32325IBMM0,Mutual of Omaha Bank,0,IB,32325
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,Balboa Thrift & Loan Association26704BKCD60,Balboa Thrift & Loan Association,0,BK,26704
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,Nationwide Bank34710IBCD48,Nationwide Bank,0,IB,34710
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,iGObanking.com58564IBMM0,iGObanking.com,0,IB,58564
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/san-francisco-CA,Citizens Bank22358BKCD12,Citizens Bank,0,BK,22358
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,MyCBB58037BKMM0,MyCBB,0,BK,58037
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/San-Francisco-CA,Meriwest Credit Union68394CUCD60,Meriwest Credit Union,0,CU,68394
http://www.nerdwallet.com/checking-accounts/details/286-stanford-federal-credit-union-student-echecking,Stanford Federal Credit Union13392CUINTCK,Stanford Federal Credit Union,0,CU,13392
https://www.nerdwallet.com/checking-accounts/details/93-police-fire-federal-credit-union-checking,Police & Fire Federal Credit Union2551CUINTCK,Police & Fire Federal Credit Union,0,CU,2551
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Mexico,Eloan.com34967IBCD12,Eloan.com,0,IB,34967
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Mexico,Barclays57203IBSAV0,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Washington-DC,Mutual of Omaha Bank32325IBMM0,Mutual of Omaha Bank,0,IB,32325
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Washington-DC,HSBC57890BKCD6,HSBC,0,BK,57890
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Washington-DC,Cardinal Bank34733BKCD6,Cardinal Bank,0,BK,34733
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Washington-DC,Sallie Mae Bank58177IBCD12,Sallie Mae Bank,0,IB,58177
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Washington-DC,Fairmount Bank32369SLCD24,Fairmount Bank,0,SL,32369
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Washington-DC,Synchrony Bank27314IBCD24,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/checking-accounts/details/90-lake-michigan-credit-union-free-checking,Lake Michigan Credit Union62514CUINTCK,Lake Michigan Credit Union,0,CU,62514
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Rhode-Island,Nationwide Bank34710IBCD24,Nationwide Bank,0,IB,34710
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Rhode-Island,Barclays57203IBCD48,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Rhode-Island,Pawtucket Credit Union67278CUINTCK0,Pawtucket Credit Union,0,CU,67278
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Rhode-Island,iGObanking.com58564IBCD24,iGObanking.com,0,IB,58564
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Rhode-Island,Sallie Mae Bank58177IBCD36,Sallie Mae Bank,0,IB,58177
http://www.nerdwallet.com/blog/banking/nerdwallets-best-checking-accounts-and-debit-cards/comment-page-1/,MyCBB58037BKINTCK0,MyCBB,1,BK,58037
http://www.nerdwallet.com/blog/current-events-and-banking-industry-news/ing-direct-capital-one/,ING Direct4297IBSAV0,ING Direct,1,IB,4297
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Kansas,KS StateBank19899BKCD12,KS StateBank,0,BK,19899
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Kansas,EverBank34775IBCD60,EverBank,0,IB,34775
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Kansas,Synchrony Bank27314IBCD60,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Kansas,Edward Jones Investments0BRCD60,Edward Jones Investments,0,BR,0
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Kansas,KS StateBank19899BKCD24,KS StateBank,0,BK,19899
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Kansas,Gulf Coast Bank & Trust Company32974IBCD48,Gulf Coast Bank & Trust Company,0,IB,32974
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Kansas,CommunityAmerica Credit Union67664CUCD12,CommunityAmerica Credit Union,0,CU,67664
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Montana,Park Side Credit Union68647CUCD60,Park Side Credit Union,0,CU,68647
http://www.nerdwallet.com/checking-accounts/details/446-hudson-valley-federal-credit-union-checking-account,Hudson Valley Federal Credit Union15802CUINTCK,Hudson Valley Federal Credit Union,0,CU,15802
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Hanmi Bank24170BKCD6,Hanmi Bank,0,BK,24170
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Capital One 3604297IBSAV0,Capital One ,0,IB,3604297
http://www.nerdwallet.com/rates/cds/best-cd-rates/Chicago-IL,Discover5649IBCD12,Discover,0,IB,5649
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Sallie Mae Bank58177IBMM0,Sallie Mae Bank,0,IB,58177
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Bank of Edwardsville1039BKCD60,Bank of Edwardsville,0,BK,1039
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Parkway Bank19008BKCD48,Parkway Bank,0,BK,19008
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,EverBank34775IBCD48,EverBank,0,IB,34775
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Eloan.com34967IBCD48,Eloan.com,0,IB,34967
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,EverBank34775IBCD60,EverBank,0,IB,34775
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Discover5649IBCD60,Discover,0,IB,5649
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Midwest Bank of Western Illinois3711BKCD12,Midwest Bank of Western Illinois,0,BK,3711
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,First Bank & Trust34060BKCD36,First Bank & Trust,0,BK,34060
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,ableBanking19690IBMM0,ableBanking,0,IB,19690
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Triumph Community Bank57918BKCD48,Triumph Community Bank,0,BK,57918
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Gulf Coast Bank & Trust Company32974IBCD60,Gulf Coast Bank & Trust Company,0,IB,32974
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Synchrony Bank27314IBCD60,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,EverBank34775IBCD24,EverBank,0,IB,34775
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Byline Bank20624BKCD60,Byline Bank,0,BK,20624
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Crescent Bank & Trust33492LPCD60,Crescent Bank & Trust,0,LP,33492
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Cass Community Bank3762BKCD24,Cass Community Bank,0,BK,3762
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,GE Capital Bank33778IBSAV0,GE Capital Bank,0,IB,33778
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Discover5649IBSAV0,Discover,0,IB,5649
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Parkway Bank19008BKCD12,Parkway Bank,0,BK,19008
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Ally Bank57803IBSAV0,Ally Bank,0,IB,57803
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Bank of Edwardsville1039BKCD48,Bank of Edwardsville,0,BK,1039
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Gulf Coast Bank & Trust Company32974IBCD48,Gulf Coast Bank & Trust Company,0,IB,32974
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Home Federal Savings & Loan Association of Collins27909SLCD36,Home Federal Savings & Loan Association of Collins,0,SL,27909
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Grand Rivers Community Bank10816BKCD18,Grand Rivers Community Bank,0,BK,10816
http://www.nerdwallet.com/rates/cds/best-cd-rates/Chicago-IL,Radius Bank32551IBSAV0,Radius Bank,0,IB,32551
http://www.nerdwallet.com/rates/cds/best-cd-rates/Chicago-IL,EverBank34775IBCD48,EverBank,0,IB,34775
http://www.nerdwallet.com/rates/cds/best-cd-rates/Chicago-IL,CIT Bank58978IBCD12,CIT Bank,0,IB,58978
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,iGObanking.com58564IBMM0,iGObanking.com,0,IB,58564
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,First Secure Bank & Trust Company22536BKCD24,First Secure Bank & Trust Company,0,BK,22536
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Bank Leumi USA19842BKCD24,Bank Leumi USA,0,BK,19842
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Washington Savings Bank29227SLCD48,Washington Savings Bank,0,SL,29227
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,CIT Bank355752IBCD60,CIT Bank,0,IB,355752
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,First National Bank5452BKCD12,First National Bank,0,BK,5452
http://www.nerdwallet.com/rates/cds/best-cd-rates/Chicago-IL,Sallie Mae Bank58177IBCD60,Sallie Mae Bank,0,IB,58177
http://www.nerdwallet.com/rates/cds/best-cd-rates/Chicago-IL,Synchrony Bank27314IBCD60,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/cds/best-cd-rates/Chicago-IL,Alliant Credit Union67955CUCD12,Alliant Credit Union,0,CU,67955
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,Salem Five Direct23296IBCD30,Salem Five Direct,0,IB,23296
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Chicago-IL,First Internet Bank of Indiana34607IBCD12,First Internet Bank of Indiana,0,IB,34607
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Ambler Savings Bank28701BKCD12,Ambler Savings Bank,0,BK,28701
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,CIT Bank58978IBCD12,CIT Bank,0,IB,58978
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,HSBC57890BKCD12,HSBC,0,BK,57890
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Victory Bank58615BKCD48,Victory Bank,0,BK,58615
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Capital One 3604297IBCD60,Capital One ,0,IB,3604297
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Barclays57203IBCD60,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Nationwide Bank34710IBCD48,Nationwide Bank,0,IB,34710
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,iGObanking.com58564IBMM0,iGObanking.com,0,IB,58564
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Citadel Federal Credit Union2099CUCD24,Citadel Federal Credit Union,0,CU,2099
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,EverBank34775IBCD48,EverBank,0,IB,34775
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Ukrainian Selfreliance Federal Credit Union7875CUCD60,Ukrainian Selfreliance Federal Credit Union,0,CU,7875
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Gulf Coast Bank & Trust Company32974IBCD48,Gulf Coast Bank & Trust Company,0,IB,32974
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Radius Bank32551IBSAV0,Radius Bank,0,IB,32551
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Ally Bank57803IBMM0,Ally Bank,0,IB,57803
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Crescent Bank & Trust33492LPCD12,Crescent Bank & Trust,0,LP,33492
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Citizens Bank22358BKCD36,Citizens Bank,0,BK,22358
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Fidelity Municipal Money Market Fund16777215IBBOND0,Fidelity Municipal Money Market Fund,0,IB,16777215
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Ambler Savings Bank28701BKMM0,Ambler Savings Bank,0,BK,28701
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Philadelphia-PA,Salem Five Direct23296IBCD24,Salem Five Direct,0,IB,23296
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,USALLIANCE Financial17587CUCD24,USALLIANCE Financial,0,CU,17587
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Barclays57203IBCD48,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,First Republic Bank59017BKCD60,First Republic Bank,0,BK,59017
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Enterprise Bank & Trust Company27408BKCD12,Enterprise Bank & Trust Company,0,BK,27408
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,CIT Bank35575IBCD12,CIT Bank,0,IB,35575
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,MutualOne Bank26395SLCD30,MutualOne Bank,0,SL,26395
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,StonehamBank26559SLCD24,StonehamBank,0,SL,26559
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Northampton Co-Operative Bank26454SLCD48,Northampton Co-Operative Bank,0,SL,26454
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Barclays57203IBCD24,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,U-Mass Five College Federal Credit Union18181CUCD24,U-Mass Five College Federal Credit Union,0,CU,18181
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,SFGI Direct34102IBSAV0,SFGI Direct,0,IB,34102
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Sallie Mae Bank58177IBCD36,Sallie Mae Bank,0,IB,58177
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Synchrony Bank27314IBCD36,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Winchester Co-Operative Bank27238BKCD12,Winchester Co-Operative Bank,0,BK,27238
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Synchrony Bank27314IBSAV0,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Nationwide Bank34710IBCD24,Nationwide Bank,0,IB,34710
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Bank of Utica13397BKCD60,Bank of Utica,0,BK,13397
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,The Cooperative Bank of Cape Cod58270BKCD24,The Cooperative Bank of Cape Cod,0,BK,58270
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,StonehamBank26559SLCD12,StonehamBank,0,SL,26559
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Lowell Five Cent Savings Bank90227BKSAV0,Lowell Five Cent Savings Bank,0,BK,90227
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Bank5 Connect23286IBCD36,Bank,0, C,5
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Salem Five Cents Savings Bank23296BKCD48,Salem Five Cents Savings Bank,0,BK,23296
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,CIT Bank35575IBSAV0,CIT Bank,0,IB,35575
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Boston-MA,Merrill Lynch0BRCD12,Merrill Lynch,0,BR,0
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Alabama,Eloan.com34967IBCD60,Eloan.com,0,IB,34967
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Alabama,Compass Bank19048BKCD60,Compass Bank,0,BK,19048
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Alabama,ConnectOne Bank6431IBCD48,ConnectOne Bank,0,IB,6431
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Alabama,Synchrony Bank27314IBCD12,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Alabama,Barclays57203IBSAV0,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Alabama,Barclays57203IBCD24,Barclays,0,IB,57203
http://www.nerdwallet.com/blog/banking/banks/fnbo-direct/,FNBO Direct5452IBINTCK0,FNBO Direct,1,IB,5452
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,OnPoint Community Credit Union62745CUCD36,OnPoint Community Credit Union,0,CU,62745
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,Synchrony Bank27314IBSAV0,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,Barclays57203IBCD24,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,CIT Bank35575IBSAV0,CIT Bank,0,IB,35575
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,First Internet Bank of Indiana34607IBCD48,First Internet Bank of Indiana,0,IB,34607
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,Synchrony Bank27314IBCD36,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,Eloan.com34967IBCD24,Eloan.com,0,IB,34967
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,Unitus Community Credit Union63440CUCD36,Unitus Community Credit Union,0,CU,63440
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Oregon,NW Priority Credit Union63315CUCD12,NW Priority Credit Union,0,CU,63315
http://www.nerdwallet.com/blog/banking/best-online-money-market-accounts/,Bank of Internet USA35546IBMM0,Bank of Internet USA,1,IB,35546
https://www.nerdwallet.com/rates/redirect.php?CertNumber=67955&InstitutionType=CU&InstrumentType=INTCK&b_url=http%3A%2F%2Fwww.a,Alliant Credit Union67955CUINTCK,Alliant Credit Union,0,CU,67955
https://www.nerdwallet.com/rates/redirect.php?CertNumber=35444&InstitutionType=IB&InstrumentType=INTCK&b_url=https%3A%2F%2Fwww.,Simple35444IBINTCK,Simple,0,IB,35444
http://www.nerdwallet.com/rates/,Patelco Credit Union68579CUMM0,Patelco Credit Union,0,CU,68579
http://www.nerdwallet.com/rates/,MySavingsDirect12054IBSAV0,MySavingsDirect,0,IB,12054
http://www.nerdwallet.com/rates/,Barclays57203IBCD48,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/,Cardinal Bank34733BKCD48,Cardinal Bank,0,BK,34733
http://www.nerdwallet.com/rates/,First Internet Bank of Indiana34607IBCD24,First Internet Bank of Indiana,0,IB,34607
https://www.nerdwallet.com/rates/,Eloan.com34967IBCD24,Eloan.com,0,IB,34967
http://www.nerdwallet.com/rates/,Eloan.com34967IBCD12,Eloan.com,0,IB,34967
http://www.nerdwallet.com/rates/,Salem Five Direct23296IBSAV0,Salem Five Direct,0,IB,23296
http://www.nerdwallet.com/rates/,CIT Bank58978IBCD60,CIT Bank,0,IB,58978
http://www.nerdwallet.com/rates/,Eastman Credit Union68095CUCD48,Eastman Credit Union,0,CU,68095
http://www.nerdwallet.com/rates/,USAA Federal Savings Bank32188IBCD48,USAA Federal Savings Bank,0,IB,32188
https://www.nerdwallet.com/rates,Barclays57203IBCD60,Barclays,0,IB,57203
https://www.nerdwallet.com/rates,Golden 1 Credit Union61650CUCD6,Golden ,0, C,1
http://www.nerdwallet.com/rates/,Los Angeles Federal Credit Union1207CUCD48,Los Angeles Federal Credit Union,0,CU,1207
http://www.nerdwallet.com/rates/,USAA Federal Savings Bank32188IBMM0,USAA Federal Savings Bank,0,IB,32188
http://www.nerdwallet.com/rates/,First Internet Bank of Indiana34607IBCD48,First Internet Bank of Indiana,0,IB,34607
https://www.nerdwallet.com/rates,Sallie Mae Bank58177IBMM0,Sallie Mae Bank,0,IB,58177
https://www.nerdwallet.com/rates,ableBanking19690IBMM0,ableBanking,0,IB,19690
https://www.nerdwallet.com/rates,Savings Institute Bank & Trust Company18214SLCD48,Savings Institute Bank & Trust Company,0,SL,18214
https://www.nerdwallet.com/rates,Ally Bank57803IBSAV0,Ally Bank,0,IB,57803
https://www.nerdwallet.com/rates,Eloan.com34967IBCD36,Eloan.com,0,IB,34967
https://www.nerdwallet.com/rates/,USALLIANCE Financial17587CUCD24,USALLIANCE Financial,0,CU,17587
http://www.nerdwallet.com/rates/,Bank5 Connect23286IBCD36,Bank,0, C,5
http://www.nerdwallet.com/rates/,Security Service Federal Credit Union11065CUCD36,Security Service Federal Credit Union,0,CU,11065
http://www.nerdwallet.com/rates/,First Bank & Trust29786BKCD18,First Bank & Trust,0,BK,29786
http://www.nerdwallet.com/rates/,Dart Bank5033BKCD60,Dart Bank,0,BK,5033
http://www.nerdwallet.com/rates/,HSBC57890BKCD24,HSBC,0,BK,57890
http://www.nerdwallet.com/rates/,USALLIANCE Financial17587CUCD24,USALLIANCE Financial,0,CU,17587
https://www.nerdwallet.com/rates/,Synchrony Bank27314IBCD12,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/,BAC Florida Bank21265IBCD24,BAC Florida Bank,0,IB,21265
http://www.nerdwallet.com/rates/,Citizens Bank22358BKCD18,Citizens Bank,0,BK,22358
http://www.nerdwallet.com/rates/,iGObanking.com58564IBCD24,iGObanking.com,0,IB,58564
http://www.nerdwallet.com/rates/,US Generic Govt 12 Month Yield0IBBOND12,US Generic Govt ,0, M,12
