Content Fulfillment Status,Content Date Fulfilled,Content Topic,Content Link,Account Manager,Opportunity Name,Account Name,Billing State/Province,type,Account Charter Number,certNumber
Posted,3/23/15,,https://www.honolulufcu.com/newsletters/0315_MoneyTree.pdf,Renee Siu,HONOLULU Federal Credit Union-Content-Existing Business,HONOLULU Federal Credit Union,HI,cu,1830-cu,1830
Posted,6/1/15,Post Grad Financial Life,https://www.honolulufcu.com/newsletters/0615_MoneyTree.pdf,Renee Siu,HONOLULU Federal Credit Union-Content-New Business,HONOLULU Federal Credit Union,HI,cu,1830-cu,1830
Posted,4/24/15,,https://hopewellfederal07.wordpress.com/2015/04/24/5-uses-for-a-home-equity-line-of-credit/,Renee Siu,HOPEWELL Federal Credit Union-None-Existing Business,HOPEWELL Federal Credit Union,OH,cu,15307-cu,15307
Posted,7/1/15,Lower Loan Rates,http://autotrek.com/lower-loan-rates/,Renee Siu,HORIZONS NORTH Credit Union-Content-Existing Business,HORIZONS NORTH Credit Union,CO,cu,68274-cu,68274
Posted,4/20/15,Tax refund,https://moneyrep.iaacu.org/2015/04/using-your-tax-refund-wisely/,Renee Siu,IAA Credit Union-Content-Existing Business,IAA Credit Union,IL,cu,68423-cu,68423
Posted,7/15/15,How much should you save in your 20s?,https://www.iccu.com/top-savings-goals-for-millennials/,Renee Siu,Idaho Central Credit Union-Mixed-New Business,Idaho Central Credit Union,ID,cu,63194-cu,63194
Posted,5/20/15,Head Start on Career,https://www.idealcu.com/blog/entry/use-summer-vacation-to-get-a-head-start-on-your-career,Renee Siu,Ideal Credit Union-Content-New Business,Ideal Credit Union,MN,cu,62978-cu,62978
Posted,5/7/15,Financing Home Improvements,https://www.itcu.org/articles/best-ways-to-finance-home-improvements,Renee Siu,INTOUCH Credit Union-None-New Business,INTOUCH Credit Union,TX,cu,68505-cu,68505
Posted,1/29/15,,https://www.itcu.org/articles/travel-rewards-cards-can-become-worthy-companions,Renee Siu,INTOUCH Credit Union-None-New Business,INTOUCH Credit Union,TX,cu,68505-cu,68505
Posted,2/2/15,4 Steps to Financial Fitness,https://www.memberadviser.com/kernfcu/e_article003113976.cfm?x=b11,0,w,Renee Siu,KERN Federal Credit Union-Content-Existing Business,KERN Federal Credit Union,CA,cu,6032-cu,6032
Posted,5/8/15,Lending by Example,https://www.memberadviser.com/kernfcu/e_article003163117.cfm?x=b11,0,w,Renee Siu,KERN Federal Credit Union-Content-New Business,KERN Federal Credit Union,CA,cu,6032-cu,6032
Posted,3/15/15,Tax Tips,https://www.memberadviser.com/kernfcu/e_article003130554.cfm?x=b11,0,w,Renee Siu,KERN Federal Credit Union-Content-Existing Business,KERN Federal Credit Union,CA,cu,6032-cu,6032
Posted,3/9/15,,https://www.memberadviser.com/kernfcu/e_article003130554.cfm?x=b11,0,w,Renee Siu,KERN Federal Credit Union-None-New Business,KERN Federal Credit Union,CA,cu,6032-cu,6032
Posted,10/1/15,Kasasa Cash vs. BoA,https://www.memberadviser.com/kernfcu/e_article003239316.cfm?x=b11,0,w,Renee Siu,KERN Federal Credit Union-Content-Existing Business,KERN Federal Credit Union,CA,cu,6032-cu,6032
Posted,3/30/15,Financial Advisor,https://www.lrrcu.org/what-to-know-bring-and-ask-before-meeting-with-a-financial-advisor/,Renee Siu,Lancaster Red Rose Credit Union-Content-New Business,Lancaster Red Rose Credit Union,PA,cu,60113-cu,60113
Posted,2/23/15,Gas Costs,https://www.lrrcu.org/falling-gas-costs-keep-smart-spending-habits/,Renee Siu,Lancaster Red Rose Credit Union-Content-Existing Business,Lancaster Red Rose Credit Union,PA,cu,60113-cu,60113
Posted,6/15/15,Save for Summer Vacation,https://www.lrrcu.org/first-rate-vacations-without-first-class-spending/,Renee Siu,Lancaster Red Rose Credit Union-Content-Existing Business,Lancaster Red Rose Credit Union,PA,cu,60113-cu,60113
Posted,4/2/15,,http://www.lbsfcu.org/newsletter/become-a-savvy-first-time-home-buyer,Renee Siu,LBS FINANCIAL Credit Union-Content-New Business,LBS FINANCIAL Credit Union,CA,cu,68460-cu,68460
Posted,7/16/15,Savings & Pet Insurance,https://www.libertybank.com/blog/ins-outs-pet-health-insurance/#.Va1jVJNViko and https://www.libertybank.com/blog/make-saving-a-priority/#.Va1j2pNViko,Renee Siu,Liberty Bank for Savings-Content-Existing Business,Liberty Bank for Savings,IL,bk,29009-bk,29009
Posted,4/21/15,,https://www.logixbanking.com/smartlab/making-and-financing-a-more-energy-efficient-home,Renee Siu,LOGIX Federal Credit Union-Content-New Business,LOGIX Federal Credit Union,CA,cu,1999-cu,1999
Posted,5/21/15,Home improvements,https://www.logixbanking.com/smartlab/making-and-financing-a-more-energy-efficient-home,Renee Siu,LOGIX Federal Credit Union-Content-Existing Business,LOGIX Federal Credit Union,CA,cu,1999-cu,1999
Posted,5/28/15,Why Bank Local?,https://www.maquoketasb.com/resources/blog/entry/the-big-impact-of-community-banks,Renee Siu,Maquoketa State Bank-Content-New Business,Maquoketa State Bank,IA,bk,17903-bk,17903
Posted,4/29/15,Financing College,https://www.massmutualfcuhb.org/home/fiFiles/static/documents/Financing%20College.pdf,Renee Siu,MASSMUTUAL Federal Credit Union-Content-New Business,MASSMUTUAL Federal Credit Union,MA,cu,24566-cu,24566
Posted,3/24/15,Mortgage Refinancing Options to Consider,https://www.massmutualfcuhb.org/home/fiFiles/static/documents/Mortgage%20Refi%20Options.pdf,Renee Siu,MASSMUTUAL Federal Credit Union-Content-New Business,MASSMUTUAL Federal Credit Union,MA,cu,24566-cu,24566
Posted,8/25/15,EMV Overall (Chip & Pin),https://www.massmutualfcuhb.org/home/fiFiles/static/documents/EMV%20Overview.pdf,Renee Siu,MASSMUTUAL Federal Credit Union-Content-Existing Business,MASSMUTUAL Federal Credit Union,MA,cu,24566-cu,24566
Posted,4/6/15,Summer vacations,http://matadorsmoneymatters.com/how-to-save-for-a-summer-vacation/,Renee Siu,MATADORS COMMUNITY Credit Union-Content-Existing Business,MATADORS COMMUNITY Credit Union,CA,cu,68483-cu,68483
Posted,7/28/15,Most of Checking Account,http://micommunitycu.blogspot.com/2015/07/6-ways-to-get-most-from-checking-account.html,Renee Siu,MICHIGAN COMMUNITY Credit Union-Content-Existing Business,MICHIGAN COMMUNITY Credit Union,MI,cu,62310-cu,62310
Posted,6/2/15,Vacation Funding,https://www.mhvfcu.com/guidance-advice/financial-tips-blog/june-2015/getting-creative-with-vacation-funding,Renee Siu,MID-HUDSON VALLEY Federal Credit Union-Content-New Business,MID-HUDSON VALLEY Federal Credit Union,NY,cu,15766-cu,15766
Posted,6/10/15,Free online checking,http://www.midwestcommunity.org/assets/1/7/FreeOnlineChecking_Final.pdf,Renee Siu,MIDWEST COMMUNITY Federal Credit Union-Content-New Business,MIDWEST COMMUNITY Federal Credit Union,OH,cu,9522-cu,9522
Posted,10/7/15,Benefits of personal loans,http://www.midwestcommunity.org/assets/1/7/Online_Document.pdf,Renee Siu,Guest Post,MIDWEST COMMUNITY Federal Credit Union,OH,cu,9522-cu,9522
Posted,8/4/15,Checking Account & EMV Chip,https://www.minnco.com/emv-cards,Renee Siu,MINNCO Credit Union-Content-Existing Business,MINNCO Credit Union,MN,cu,63639-cu,63639
Posted,3/2/15,Economical Summer Vacation Ideas,http://www.mnvalleyfcu.coop/yes-you-can-0,Renee Siu,MINNESOTA VALLEY Federal Credit Union-None-New Business,MINNESOTA VALLEY Federal Credit Union,MN,cu,19440-cu,19440
Posted,3/2/15,,http://www.mnvalleyfcu.coop/yes-you-can-0,Renee Siu,MINNESOTA VALLEY Federal Credit Union-Content-Existing Business,MINNESOTA VALLEY Federal Credit Union,MN,cu,19440-cu,19440
Posted,7/13/15,Tips for College Grads,https://www.nbcbanking.com/News/Financial-Tips-for-New-College-Grads/,Renee Siu,National Bank of Commerce-Content-New Business,National Bank of Commerce,WI,bk,14266-bk,14266
Posted,9/29/15,EMV Chip,https://www.nbcbanking.com/News/EMV-Chip-Cards-Explained/,Renee Siu,National Bank of Commerce-Content-Existing Business,National Bank of Commerce,WI,bk,14266-bk,14266
Posted,4/2/15,Renter's insurance,https://www.mynorthern.com/Articles/why_renters_insurance_is_a_must.aspx,Renee Siu,NORTHERN Credit Union-None-Existing Business,NORTHERN Credit Union,NY,cu,10578-cu,10578
Posted,4/2/15,,https://www.mynorthern.com/Articles/why_renters_insurance_is_a_must.aspx,Renee Siu,NORTHERN Credit Union-None-New Business,NORTHERN Credit Union,NY,cu,10578-cu,10578
Posted,5/6/15,Retirement,https://www.numarkcu.org/news/2015/Retirement_Savings_Tips_for_20Somethings.php,Renee Siu,NUMARK Credit Union-Content-New Business,NUMARK Credit Union,IL,cu,61447-cu,61447
Posted,4/27/15,,https://www.numarkcu.org/news/2015/Tips_on_Getting_a_Home_Ready_to_Sell.php,Renee Siu,NUMARK Credit Union-None-New Business,NUMARK Credit Union,IL,cu,61447-cu,61447
Posted,4/27/15,Prep to Sell Your Home,https://www.numarkcu.org/news/2015/Tips_on_Getting_a_Home_Ready_to_Sell.php,Renee Siu,NUMARK Credit Union-Content-Existing Business,NUMARK Credit Union,IL,cu,61447-cu,61447
Posted,7/1/15,Vacationing on a Budget,https://www.numarkcu.org/news/2015/Vacationing_on_a_Budget.php,Renee Siu,NUMARK Credit Union-Content-Existing Business,NUMARK Credit Union,IL,cu,61447-cu,61447
Posted,9/8/15,Back to School,https://www.numarkcu.org/news/2015/Back_to_School_Tips_for_Parents.php,Renee Siu,NUMARK Credit Union-Content-Existing Business,NUMARK Credit Union,IL,cu,61447-cu,61447
Posted,8/3/15,How mobile check deposits work,http://www.ohiovalleycu.org/uploads/qu_Mobileapps.pdf,Renee Siu,OHIO VALLEY COMMUNITY Credit Union-Mixed-New Business,OHIO VALLEY COMMUNITY Credit Union,OH,cu,60913-cu,60913
Posted,5/29/15,Why Bank Local?,https://www.ohnwardbank.com/resources/blog/entry/the-big-impact-of-community-banks,Renee Siu,Ohnward Bank & Trust-Content-New Business,Ohnward Bank & Trust,IA,bk,10111-bk,10111
Posted,2/17/15,,http://www.pnwfcu.org/site/edgeup_articles.html,Renee Siu,PACIFIC N W Federal Credit Union-None-New Business,PACIFIC N W Federal Credit Union,OR,cu,4878-cu,4878
Posted,2/17/15,,http://www.pnwfcu.org/site/edgeup_articles.html,Renee Siu,PACIFIC N W Federal Credit Union-None-Existing Business,PACIFIC N W Federal Credit Union,OR,cu,4878-cu,4878
Posted,7/29/15,ID Security,http://bankparagon.com/blog/2015/7/29/5-steps-to-cut-your-data-security-risks,Renee Siu,Paragon Bank-Content-Existing Business,Paragon Bank,TN,bk,57874-bk,57874
Posted,7/13/15,7 budgeting tips for young professionals,http://www.patriotbankusa.com/wp-content/uploads/Budget-Tips-07.13.15.pdf,Renee Siu,Patriot Bank-Content-New Business,Patriot Bank,TX,bk,3258-bk,3258
Posted,11/18/15,Tips for 1st Time Homebuyers,http://pioneerbanknews.com/2015/11/18/4-factors-for-first-time-homebuyers-to-keep-in-mind-bestbank-mortgage-homeloan/,Renee Siu,Pioneer Bank-Content-New Business,Pioneer Bank,NM,bk,27872-bk,27872
Posted,5/6/15,Home Equity Loans,https://www.pointwestcu.com/pw_blog/?p=1526,Renee Siu,Point West Credit Union-Content-Existing Business,Point West Credit Union,OR,cu,63971-cu,63971
Posted,5/6/15,,https://www.pointwestcu.com/pw_blog/?p=1526,Renee Siu,Point West Credit Union-None-New Business,Point West Credit Union,OR,cu,63971-cu,63971
Posted,4/1/15,Car Buying,https://www.pointwestcu.com/pw_blog/2015/04/nerdwallet-hot-tips-for-buying-your-next-car/,Renee Siu,Point West Credit Union-Content-Existing Business,Point West Credit Union,OR,cu,63971-cu,63971
Posted,9/22/15,"The Top 5 Tips To Know Before Shopping For a Car",https://www.premieronecu.org/?Cabinet=MAIN&Drawer=ACCOUNTS&Folder=More&SubFolder=The+Credit+Zone+Blog&page_name=Blog,Renee Siu,Premier One Credit Union-Content-New Business,Premier One Credit Union,CA,cu,68540-cu,68540
Posted,4/28/15,Spring Cleaning,https://www.radiusbank.com/assets/files/n4rLPwyg,Renee Siu,Radius Bank-Content-Existing Business,Radius Bank,MA,bk,32551-bk,32551
Posted,6/25/15,Guarding Your Data,https://www.redwoodcu.org/ask-rcu/article?kbid=3895,Renee Siu,REDWOOD Credit Union-Content-New Business,REDWOOD Credit Union,CA,cu,60793-cu,60793
Posted,8/13/15,First Time Home Buyer Tips,https://www.reliabank.com/files/Tipsfor1stTimeHomebuyers_081215.pdf,Renee Siu,Reliabank Dakota-Content-Existing Business,Reliabank Dakota,SD,bk,16221-bk,16221
Posted,8/17/15,Saving Account Choices,http://www.royalbankamerica.com/blog/choosing-the-right-savings-account/,Renee Siu,Royal Bank America-Content-Existing Business,Royal Bank America,PA,bk,18962-bk,18962
Posted,9/10/15,"The Top 5 Reasons to Go Paperless",https://www.sanfranciscofcu.com/sites/www.sanfranciscofcu.com/files/files/Top%20Reasons%20to%20Go%20Paperless.pdf,Renee Siu,SAN FRANCISCO Federal Credit Union-Content-New Business,SAN FRANCISCO Federal Credit Union,CA,cu,24542-cu,24542
Posted,4/17/15,Home financing,http://smcu.com/Blog/post/home_improvement_planning_and_financing_made_easy.html,Renee Siu,SEATTLE METROPOLITAN Credit Union-Content-New Business,SEATTLE METROPOLITAN Credit Union,WA,cu,68315-cu,68315
Posted,3/13/15,Tax Preparation,https://security1stbank.com/2015/02/tax-prep-getting-ready-file-april-15th/,Renee Siu,Security First Bank-Content-New Business,Security First Bank,NE,bk,5415-bk,5415
Posted,7/7/15,Matching Marriage,https://security1stbank.com/2015/07/how-to-match-marriage-and-money/,Renee Siu,Security First Bank-Content-Existing Business,Security First Bank,NE,bk,5415-bk,5415
Posted,9/16/15,Financial Tips for College Students,https://www.selco.org/FinancialTipsforCollegeStudents/,Renee Siu,SELCO COMMUNITY Credit Union-Content-Existing Business,SELCO COMMUNITY Credit Union,OR,cu,63196-cu,63196
Posted,9/22/15,"Refinancing your auto loan",https://www.socu.com/media-news/refinancing-an-auto-loan-could-yield-a-better-deal/,Renee Siu,SERVICE ONE Credit Union-Content-New Business,SERVICE ONE Credit Union,KY,cu,62484-cu,62484
Posted,8/5/15,Home Improvement Loans,http://www.spiritofak.com/about-us/news-bites.html,Renee Siu,SPIRIT OF ALASKA Federal Credit Union-Content-New Business,SPIRIT OF ALASKA Federal Credit Union,AK,cu,13583-cu,13583
Posted,3/13/15,Fraud Protection Tips,http://www.spiritofak.com/about-us/news-bites.html,Renee Siu,SPIRIT OF ALASKA Federal Credit Union-Content-Existing Business,SPIRIT OF ALASKA Federal Credit Union,AK,cu,13583-cu,13583
Posted,3/13/15,CU vs. Banks,http://www.spiritofak.com/about-us/news-bites.html,Renee Siu,SPIRIT OF ALASKA Federal Credit Union-Content-New Business,SPIRIT OF ALASKA Federal Credit Union,AK,cu,13583-cu,13583
Posted,9/1/15,Living Well in Retirement,http://www.statebankofalcester.com/wp-content/uploads/2015/09/PV-Newsletter-September-2015.pdf,Renee Siu,State Bank of Alcester-Content-Existing Business,State Bank of Alcester,SD,bk,1116-bk,1116
Posted,11/10/15,Should you marry into your spouse's finances?,https://www.tegfcu.com/2015/11/09/the-pros-and-cons-of-marrying-your-finances/,Renee Siu,TEG Federal Credit Union-Content-New Business,TEG Federal Credit Union,NY,cu,19401-cu,19401
Posted,4/15/15,Budgeting for Newlyweds,http://www.texanscu.org/home/member/education/smart-money-moves-for-newlyweds,Renee Siu,TEXANS Credit Union-Content-New Business,TEXANS Credit Union,TX,cu,60806-cu,60806
Posted,10/5/15,Using a Buyer?s Market to Get the House You Love,http://www.texanscu.org/home/member/education/using-a-buyers-market-to-get-the-house-you-love?utm_source=SubscriberMail&utm_medium=email&utm_campaign=eCurrents%20Newsletter%20-%20Summer%20Edition%202015%20%28Q3%29&utm_term=&utm_content=0,Renee Siu,Guest Post,TEXANS Credit Union,TX,cu,60806-cu,60806
Posted,11/12/15,Christmas Club Accounts,https://www.fnbstaunton.com/Blog/Posts/20/Uncategorized/2015/11/Christmas%20Club%20Accounts%20-%20A%20Better%20Way%20to%20Save%20for%20the%20Holidays/,Renee Siu,The First National Bank in Staunton-Content-New Business,The First National Bank in Staunton,IL,bk,14924-bk,14924
Posted,9/1/15,How many credit cards is too many,https://www.memberadviser.com/tpfcu/index.cfm,Renee Siu,THE PEOPLE'S Federal Credit Union-Content-New Business,THE PEOPLE'S Federal Credit Union,TX,cu,8290-cu,8290
Posted,6/29/15,Retirement Savings,http://vcnbfamily.me/2015/06/30/the-thirties-time-to-get-serious/,Renee Siu,THE VINTON COUNTY NATIONAL BANK-Content-New Business,THE VINTON COUNTY NATIONAL BANK,OH,bk,6636-bk,6636
Posted,8/28/15,Fraud Prevention,https://thurstonfirstbank.com/boost-your-banking-security/,Renee Siu,Thurston First Bank-Content-Existing Business,Thurston First Bank,WA,bk,57862-bk,57862
Posted,7/1/15,Benefits of a Financial Check Up,https://tfcunow.com/media/doc/36979-NEWS-0615.pdf,Renee Siu,TICONDEROGA Federal Credit Union-Content-New Business,TICONDEROGA Federal Credit Union,NY,cu,9219-cu,9219
Posted,7/6/15,Leasing vs. Buying your Automobile,http://www.tohefcu.org/home/loans/vehicle,Renee Siu,TOWN OF HEMPSTEAD EMPLOYEES Federal Credit Union-Mixed-New Business,TOWN OF HEMPSTEAD EMPLOYEES Federal Credit Union,NY,cu,15539-cu,15539
Posted,4/29/15,,http://www.transwestcu.com/home/fiFiles/static/documents/twcuexpress_2015Qtr2.pdf,Renee Siu,TRANSWEST Credit Union-None-New Business,TRANSWEST Credit Union,UT,cu,66705-cu,66705
Posted,5/29/15,Mortgage,http://www.transwestcu.com/home/fiFiles/static/documents/twcuexpress_2015Qtr2.pdf,Renee Siu,TRANSWEST Credit Union-Content-Existing Business,TRANSWEST Credit Union,UT,cu,66705-cu,66705
Posted,5/8/15,Retirement Savings,http://www.trianglecu.org/home/blog/guestposts/getting-a-head-start-on-retirement-savings,Renee Siu,TRIANGLE Credit Union-Content-New Business,TRIANGLE Credit Union,NH,cu,68210-cu,68210
Posted,9/2/15,Finances for Heading to College,http://tropicalfcu.blogspot.com/2015/09/ready-for-college-and-life-on-your-own.html,Renee Siu,TROPICAL FINANCIAL Credit Union-Content-Existing Business,TROPICAL FINANCIAL Credit Union,FL,cu,68476-cu,68476
Posted,5/21/15,Bad Financial Habits,http://unitedfcu.com/advice/hub/10-bad-financial-habits-to-break/,Renee Siu,UNITED Federal Credit Union-Content-New Business,UNITED Federal Credit Union,MI,cu,6288-cu,6288
Posted,6/8/15,Homebuying & Car Buying Process,https://unitedfinancialcu.wordpress.com/2015/06/08/5-things-to-know-before-buying-a-home/,Renee Siu,UNITED FINANCIAL Credit Union-Content-New Business,UNITED FINANCIAL Credit Union,MI,cu,61657-cu,61657
Posted,4/17/15,Car Buying Tips & School Prep,https://usacu.wordpress.com/2015/04/17/7-tips-to-keep-in-mind-when-buying-a-car/,Renee Siu,USAGENCIES Credit Union-Content-Existing Business,USAGENCIES Credit Union,OR,cu,64103-cu,64103
Posted,8/3/15,Credit Card Tips for Teens & Budgeting w/ Uncertain Income,http://blog.usacu.org/2015/08/03/budgeting-when-your-income-ebbs-and-flows/,Renee Siu,USAGENCIES Credit Union-Content-Existing Business,USAGENCIES Credit Union,OR,cu,64103-cu,64103
Posted,4/17/15,Picking a Car,https://usacu.wordpress.com/2015/04/17/how-to-find-the-right-car-for-you/,Renee Siu,USAGENCIES Credit Union-Content-New Business,USAGENCIES Credit Union,OR,cu,64103-cu,64103
Posted,4/6/15,Car Loan,https://www.facebook.com/utahfirst/app_208195102528120,Renee Siu,UTAH FIRST Federal Credit Union-None-New Business,UTAH FIRST Federal Credit Union,UT,cu,528-cu,528
Posted,4/6/15,Auto Loans,https://www.facebook.com/utahfirst/app_208195102528120,Renee Siu,UTAH FIRST Federal Credit Union-Content-Existing Business,UTAH FIRST Federal Credit Union,UT,cu,528-cu,528
Posted,5/8/15,Securing Your ID,https://www.veridiancu.org/news/advice/keeping-your-id-and-account-details-secure-.aspx,Renee Siu,Veridian Credit Union-Content-New Business,Veridian Credit Union,IA,cu,64418-cu,64418
Posted,8/4/15,Security Scams,https://www.veridiancu.org/news/advice/common-scams-and-how-to-avoid-them.aspx,Renee Siu,Veridian Credit Union-Content-Existing Business,Veridian Credit Union,IA,cu,64418-cu,64418
Posted,6/24/15,Building Credit Now,http://www.waialuafcu.com/credit-ills-can-fixed-heres/,Renee Siu,WAIALUA Federal Credit Union-Content-New Business,WAIALUA Federal Credit Union,HI,cu,2049-cu,2049
Posted,5/20/15,Spring Financial Cleaning,http://wakotafcu.org/wakota-fcu-blog/,Renee Siu,Wakota Federal Credit Union-Content-Existing Business,Wakota Federal Credit Union,MN,cu,24579-cu,24579
Posted,1/30/15,,http://wakotafcu.org/wakota-fcu-blog/,Renee Siu,Wakota Federal Credit Union-None-New Business,Wakota Federal Credit Union,MN,cu,24579-cu,24579
Posted,11/18/15,Holiday shopping - budgeting, best practices, best credit cards for online shopping,http://www.westcommunitycublog.org/2015/11/18/shop-smart-and-safe-during-the-holiday-season/,Renee Siu,West Community Credit Union-Content-New Business,West Community Credit Union,MO,cu,62801-cu,62801
Posted,8/4/15,Teachers' Retirement,http://wftfcu.com/index.php/a-short-course-on-teacher-retirement/,Renee Siu,WICHITA FALLS TEACHERS Federal Credit Union-Content-New Business,WICHITA FALLS TEACHERS Federal Credit Union,TX,cu,2112-cu,2112
Posted,8/4/15,Improving your credit,https://www.wincu.org/about-us/financial-literacy-articles,Renee Siu,WINNEBAGO COMMUNITY Credit Union-Content-New Business,WINNEBAGO COMMUNITY Credit Union,WI,cu,66437-cu,66437
Posted,10/8/15,*EMV Chip Cards,https://www.yorktraditionsbank.com/wp-content/uploads/2015/10/YTB_2015_Fall-Newsletter.pdf,Renee Siu,York Traditions Bank-Content-New Business,York Traditions Bank,PA,bk,57377-bk,57377
